Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1090434,-,-,-,43.93,-78.9,0,157,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2009,1,1,0,30,-10.4,0,0,0,1,-13.8,0,0,0,0,76.12,118.24000000000001,0.8,1001,0.30000000000000004,327,7.1000000000000005,0.0000,0.0000
2009,1,1,1,30,-10.8,0,0,0,4,-14.100000000000001,0,0,0,0,76.42,129.02,0.8,1001,0.2,329,6.7,0.0000,0.0000
2009,1,1,2,30,-11.200000000000001,0,0,0,1,-14.4,0,0,0,0,77.45,139.61,0.8,1001,0.2,331,6.2,0.0000,0.0000
2009,1,1,3,30,-11.8,0,0,0,4,-14.600000000000001,0,0,0,0,79.58,149.35,0.8,1002,0.2,332,5.5,0.0000,0.0000
2009,1,1,4,30,-12.5,0,0,0,4,-14.9,0,0,0,0,82.45,156.75,0.8,1003,0.2,333,4.7,0.0000,0.0000
2009,1,1,5,30,-13,0,0,0,4,-15.100000000000001,0,0,0,0,84.14,158.94,0.8,1003,0.2,330,4.2,0.0000,0.0000
2009,1,1,6,30,-13,0,0,0,7,-15.100000000000001,0,0,0,0,83.98,154.49,0.8,1004,0.2,325,4.1000000000000005,0.0000,0.0000
2009,1,1,7,30,-12.700000000000001,0,0,0,7,-14.9,0,0,0,0,83.87,145.98,0.8,1005,0.2,319,4.2,0.0000,0.0000
2009,1,1,8,30,-12.5,0,0,0,4,-14.600000000000001,0,0,0,0,84.56,135.82,0.8,1005,0.2,317,3.9000000000000004,0.0000,0.0000
2009,1,1,9,30,-12.8,0,0,0,8,-14.5,0,0,0,0,87.05,125.10000000000001,0.8,1005,0.2,318,3.1,0.0000,0.0000
2009,1,1,10,30,-13.200000000000001,0,0,0,4,-14.600000000000001,0,0,0,0,89.31,114.34,0.8,1006,0.30000000000000004,317,2.5,0.0000,0.0000
2009,1,1,11,30,-13.3,0,0,0,4,-14.600000000000001,0,0,0,0,90.06,103.87,0.8,1006,0.30000000000000004,314,2.2,0.0000,0.0000
2009,1,1,12,30,-12.700000000000001,0,0,0,4,-14.5,0,0,0,0,86.4,93.98,0.8,1006,0.30000000000000004,312,2.1,0.0000,0.0000
2009,1,1,13,30,-11.200000000000001,29,500,74,4,-14,32,102,7,41,79.67,84.82000000000001,0.8,1007,0.30000000000000004,310,2.2,0.0000,0.0000
2009,1,1,14,30,-9.600000000000001,51,736,213,4,-13.4,55,0,0,55,74.01,77.24,0.8,1007,0.4,300,2,2.6433,2.0230
2009,1,1,15,30,-8.4,64,841,332,4,-13,107,0,0,107,69.2,71.37,0.8,1006,0.4,276,1.6,5.4098,4.1817
2009,1,1,16,30,-7.5,72,880,405,4,-12.9,160,146,0,215,65.46000000000001,67.79,0.8,1005,0.4,245,1.7000000000000002,11.2190,8.7100
2009,1,1,17,30,-6.9,76,885,423,4,-12.5,167,173,0,235,64.16,66.88,0.8,1005,0.4,220,2,12.3542,9.6000
2009,1,1,18,30,-6.5,79,838,383,1,-12.200000000000001,79,838,0,383,64.02,68.76,0.8,1004,0.4,204,2.5,19.8221,15.3728
2009,1,1,19,30,-6.6000000000000005,71,752,288,7,-11.9,113,212,0,174,66.14,73.2,0.8,1003,0.5,190,2.7,8.6489,6.6671
2009,1,1,20,30,-6.9,53,588,158,7,-11.600000000000001,67,104,0,85,69.09,79.74,0.8,1003,0.5,177,2.6,4.0516,3.0885
2009,1,1,21,30,-7.2,19,207,27,7,-11.200000000000001,15,0,7,15,72.97,87.72,0.8,1002,0.5,166,2.5,0.0000,0.0000
2009,1,1,22,30,-7,0,0,0,8,-10.8,0,0,0,0,74.23,97.37,0.8,1001,0.5,159,2.7,0.0000,0.0000
2009,1,1,23,30,-6.9,0,0,0,7,-10.5,0,0,0,0,75.71000000000001,107.5,0.8,1000,0.5,156,2.9000000000000004,0.0000,0.0000
2009,1,2,0,30,-6.1000000000000005,0,0,0,7,-10.100000000000001,0,0,0,0,73.52,118.10000000000001,0.72,998,0.5,148,3.8000000000000003,0.0000,0.0000
2009,1,2,1,30,-5.5,0,0,0,7,-9.600000000000001,0,0,0,0,73.02,128.88,0.72,996,0.5,146,4.3,0.0000,0.0000
2009,1,2,2,30,-5,0,0,0,7,-9.1,0,0,0,0,72.96000000000001,139.47,0.72,994,0.5,147,4.4,0.0000,0.0000
2009,1,2,3,30,-4.6000000000000005,0,0,0,6,-8.6,0,0,0,0,73.72,149.21,0.72,993,0.5,151,4.1000000000000005,0.0000,0.0000
2009,1,2,4,30,-4.4,0,0,0,7,-8.200000000000001,0,0,0,0,75.07000000000001,156.63,0.72,992,0.5,156,3.5,0.0000,0.0000
2009,1,2,5,30,-4.1000000000000005,0,0,0,7,-7.800000000000001,0,0,0,0,75.18,158.86,0.72,990,0.6000000000000001,159,3,0.0000,0.0000
2009,1,2,6,30,-3.7,0,0,0,7,-7.300000000000001,0,0,0,0,75.91,154.47,0.72,989,0.7000000000000001,164,2.7,0.0000,0.0000
2009,1,2,7,30,-3.3000000000000003,0,0,0,7,-6.7,0,0,0,0,77.58,145.99,0.72,988,0.7000000000000001,174,2.6,0.0000,0.0000
2009,1,2,8,30,-2.9000000000000004,0,0,0,7,-6,0,0,0,0,79.45,135.84,0.72,987,0.8,187,2.6,0.0000,0.0000
2009,1,2,9,30,-2.6,0,0,0,7,-5,0,0,0,0,83.35000000000001,125.13000000000001,0.72,986,0.8,197,2.9000000000000004,0.0000,0.0000
2009,1,2,10,30,-2.3000000000000003,0,0,0,6,-3.9000000000000004,0,0,0,0,88.89,114.37,0.72,985,0.8,208,3.4000000000000004,0.0000,0.0000
2009,1,2,11,30,-2.2,0,0,0,7,-3.1,0,0,0,0,93.71000000000001,103.89,0.72,985,0.7000000000000001,222,3.9000000000000004,0.0000,0.0000
2009,1,2,12,30,-2.2,0,0,0,7,-3.1,0,0,0,0,93.74,93.98,0.72,985,0.7000000000000001,236,4.4,0.0000,0.0000
2009,1,2,13,30,-1.7000000000000002,33,368,66,4,-3.2,18,0,7,18,89.37,84.82000000000001,0.72,985,0.6000000000000001,242,5,0.0000,0.0000
2009,1,2,14,30,-0.9,61,642,203,4,-3.1,43,0,0,43,84.81,77.22,0.72,985,0.6000000000000001,245,5.4,2.0669,1.5819
2009,1,2,15,30,0.1,74,770,321,4,-3.1,132,121,0,171,78.91,71.33,0.72,984,0.6000000000000001,244,5.800000000000001,8.6488,6.6858
2009,1,2,16,30,1,78,834,395,4,-3,144,21,7,152,74.37,67.72,0.72,984,0.6000000000000001,242,6.2,7.9362,6.1618
2009,1,2,17,30,1.5,78,852,414,4,-3,130,0,7,130,72.10000000000001,66.79,0.72,983,0.6000000000000001,241,6.300000000000001,6.8391,5.3149
2009,1,2,18,30,1.4000000000000001,76,826,376,4,-2.9000000000000004,127,3,7,128,73.15,68.65,0.72,983,0.6000000000000001,242,5.9,6.6309,5.1431
2009,1,2,19,30,1,71,728,282,4,-2.6,80,0,7,80,77.06,73.08,0.72,983,0.7000000000000001,246,5.1000000000000005,3.9809,3.0693
2009,1,2,20,30,0.2,56,536,153,4,-2.1,64,12,7,66,84.73,79.61,0.72,983,0.7000000000000001,257,4.7,3.1458,2.3983
2009,1,2,21,30,-0.8,20,139,26,4,-2.3000000000000003,13,0,7,13,89.78,87.61,0.72,984,0.6000000000000001,275,5.4,0.0000,0.0000
2009,1,2,22,30,-1.8,0,0,0,4,-3.5,0,0,0,0,88.3,97.23,0.72,985,0.6000000000000001,287,6.5,0.0000,0.0000
2009,1,2,23,30,-2.4000000000000004,0,0,0,7,-4.800000000000001,0,0,0,0,83.46000000000001,107.36,0.72,985,0.5,289,6.800000000000001,0.0000,0.0000
2009,1,3,0,30,-3.1,0,0,0,4,-5.1000000000000005,0,0,0,0,86.02,117.96000000000001,0.79,987,0.5,284,6.1000000000000005,0.0000,0.0000
2009,1,3,1,30,-3.1,0,0,0,4,-4.800000000000001,0,0,0,0,88.27,128.74,0.79,987,0.5,286,6.1000000000000005,0.0000,0.0000
2009,1,3,2,30,-2.9000000000000004,0,0,0,4,-4.4,0,0,0,0,89.33,139.33,0.79,988,0.5,295,6.4,0.0000,0.0000
2009,1,3,3,30,-2.9000000000000004,0,0,0,4,-4.4,0,0,0,0,89.68,149.07,0.79,989,0.5,300,6.2,0.0000,0.0000
2009,1,3,4,30,-3.4000000000000004,0,0,0,4,-4.4,0,0,0,0,92.94,156.5,0.79,990,0.5,301,5.4,0.0000,0.0000
2009,1,3,5,30,-3.8000000000000003,0,0,0,0,-4.5,0,0,0,0,94.7,158.78,0.79,991,0.5,301,4.7,0.0000,0.0000
2009,1,3,6,30,-4,0,0,0,1,-4.7,0,0,0,0,94.82000000000001,154.44,0.79,992,0.5,300,4.3,0.0000,0.0000
2009,1,3,7,30,-3.9000000000000004,0,0,0,4,-4.7,0,0,0,0,93.92,145.99,0.79,993,0.5,297,4.3,0.0000,0.0000
2009,1,3,8,30,-3.6,0,0,0,4,-4.6000000000000005,0,0,0,0,93.02,135.86,0.79,994,0.5,296,4.5,0.0000,0.0000
2009,1,3,9,30,-3.6,0,0,0,4,-4.4,0,0,0,0,94.17,125.15,0.79,995,0.5,302,4.6000000000000005,0.0000,0.0000
2009,1,3,10,30,-4,0,0,0,1,-4.6000000000000005,0,0,0,0,95.35000000000001,114.39,0.79,996,0.5,312,4.7,0.0000,0.0000
2009,1,3,11,30,-4.7,0,0,0,1,-5.300000000000001,0,0,0,0,95.74000000000001,103.9,0.79,997,0.5,321,4.9,0.0000,0.0000
2009,1,3,12,30,-5.5,0,0,0,1,-6.4,0,0,0,0,93.2,93.99,0.79,998,0.4,327,5.300000000000001,0.0000,0.0000
2009,1,3,13,30,-6,34,382,69,1,-7.7,34,382,0,69,87.66,84.8,0.79,999,0.4,328,5.7,0.0000,0.0000
2009,1,3,14,30,-5.9,62,661,209,0,-8.8,62,661,0,209,80.10000000000001,77.18,0.79,1000,0.4,326,5.9,10.0484,7.6913
2009,1,3,15,30,-5.300000000000001,63,859,339,0,-9.200000000000001,63,859,0,339,74.3,71.27,0.79,1000,0.30000000000000004,323,6,17.1554,13.2628
2009,1,3,16,30,-4.6000000000000005,68,908,413,0,-9,68,908,0,413,71.29,67.64,0.79,1000,0.30000000000000004,320,6,21.5778,16.7546
2009,1,3,17,30,-4.1000000000000005,68,922,433,0,-8.8,68,922,0,433,69.92,66.69,0.79,1000,0.30000000000000004,317,5.9,22.7978,17.7186
2009,1,3,18,30,-3.9000000000000004,64,904,395,0,-8.700000000000001,64,904,0,395,69.15,68.53,0.79,1000,0.30000000000000004,317,5.7,20.4835,15.8898
2009,1,3,19,30,-4,55,850,304,0,-8.9,55,850,0,304,68.91,72.94,0.79,1001,0.30000000000000004,317,5.300000000000001,15.1472,11.6813
2009,1,3,20,30,-5,41,722,173,0,-9.200000000000001,41,722,0,173,72.28,79.47,0.79,1001,0.30000000000000004,318,4.5,8.2458,6.2877
2009,1,3,21,30,-6.4,17,407,35,1,-9.8,17,407,0,35,76.83,87.46000000000001,0.79,1002,0.2,320,3.7,0.0000,0.0000
2009,1,3,22,30,-7.4,0,0,0,1,-10.5,0,0,0,0,78.58,97.08,0.79,1002,0.2,323,3.5,0.0000,0.0000
2009,1,3,23,30,-7.7,0,0,0,1,-11,0,0,0,0,77.14,107.21000000000001,0.79,1003,0.2,324,3.5,0.0000,0.0000
2009,1,4,0,30,-8.6,0,0,0,4,-11.600000000000001,0,0,0,0,79.10000000000001,117.81,0.8,1003,0.2,331,3.3000000000000003,0.0000,0.0000
2009,1,4,1,30,-9.200000000000001,0,0,0,4,-12.100000000000001,0,0,0,0,79.37,128.6,0.8,1003,0.2,337,3.1,0.0000,0.0000
2009,1,4,2,30,-9.8,0,0,0,4,-12.700000000000001,0,0,0,0,79.4,139.18,0.8,1003,0.2,342,2.9000000000000004,0.0000,0.0000
2009,1,4,3,30,-10.4,0,0,0,4,-13.3,0,0,0,0,79.26,148.93,0.8,1002,0.2,346,2.8000000000000003,0.0000,0.0000
2009,1,4,4,30,-10.8,0,0,0,4,-13.9,0,0,0,0,77.91,156.37,0.8,1002,0.2,350,2.6,0.0000,0.0000
2009,1,4,5,30,-11.200000000000001,0,0,0,4,-14.5,0,0,0,0,76.71000000000001,158.69,0.8,1002,0.30000000000000004,352,2.3000000000000003,0.0000,0.0000
2009,1,4,6,30,-11.4,0,0,0,4,-15,0,0,0,0,74.58,154.4,0.8,1002,0.30000000000000004,351,1.9000000000000001,0.0000,0.0000
2009,1,4,7,30,-11.5,0,0,0,4,-15.5,0,0,0,0,72.41,145.99,0.8,1002,0.4,349,1.7000000000000002,0.0000,0.0000
2009,1,4,8,30,-11.600000000000001,0,0,0,4,-15.700000000000001,0,0,0,0,71.51,135.87,0.8,1002,0.5,349,1.6,0.0000,0.0000
2009,1,4,9,30,-11.600000000000001,0,0,0,4,-15.700000000000001,0,0,0,0,71.59,125.17,0.8,1002,0.7000000000000001,178,1.6,0.0000,0.0000
2009,1,4,10,30,-11.5,0,0,0,4,-15.600000000000001,0,0,0,0,71.73,114.4,0.8,1001,0.8,14,1.7000000000000002,0.0000,0.0000
2009,1,4,11,30,-11.4,0,0,0,7,-15.5,0,0,0,0,71.81,103.91,0.8,1001,0.9,32,1.9000000000000001,0.0000,0.0000
2009,1,4,12,30,-11,0,0,0,7,-15.3,0,0,0,0,70.47,93.98,0.8,1001,0.9,50,2.1,0.0000,0.0000
2009,1,4,13,30,-9.9,27,464,69,7,-14.8,30,0,7,30,67.47,84.78,0.8,1001,1,69,2.5,0.0000,0.0000
2009,1,4,14,30,-8.4,49,704,206,7,-13.8,81,15,0,84,65.05,77.14,0.8,1001,1,87,2.7,4.0396,3.0923
2009,1,4,15,30,-6.9,64,796,320,7,-13.100000000000001,122,288,0,214,61.43,71.21000000000001,0.8,1000,1.1,101,2.9000000000000004,10.8357,8.3777
2009,1,4,16,30,-5.5,72,836,391,7,-11.700000000000001,160,202,0,237,61.54,67.55,0.8,999,1.2000000000000002,107,3.4000000000000004,12.3916,9.6227
2009,1,4,17,30,-4.3,73,843,408,7,-10.700000000000001,168,204,0,249,61.15,66.58,0.8,997,1.3,108,3.9000000000000004,13.1215,10.1992
