Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1090434,-,-,-,43.93,-78.9,0,157,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2010,1,1,0,30,0.8,0,0,0,1,0.5,0,0,0,0,97.63,118.28,0.7000000000000001,993,1.1,230,2.1,0.0000,0.0000
2010,1,1,1,30,0.6000000000000001,0,0,0,4,0.30000000000000004,0,0,0,0,97.93,129.06,0.7000000000000001,993,1.1,244,2,0.0000,0.0000
2010,1,1,2,30,0.2,0,0,0,4,0,0,0,0,0,98.49000000000001,139.65,0.7000000000000001,993,1.1,256,2.1,0.0000,0.0000
2010,1,1,3,30,-0.1,0,0,0,4,-0.4,0,0,0,0,97.67,149.38,0.7000000000000001,992,1,265,2.2,0.0000,0.0000
2010,1,1,4,30,-0.7000000000000001,0,0,0,4,-0.9,0,0,0,0,98.62,156.78,0.7000000000000001,992,1,271,2.1,0.0000,0.0000
2010,1,1,5,30,-1.4000000000000001,0,0,0,4,-1.5,0,0,0,0,99.03,158.96,0.7000000000000001,992,1,275,2,0.0000,0.0000
2010,1,1,6,30,-2,0,0,0,4,-2.3000000000000003,0,0,0,0,97.99000000000001,154.49,0.7000000000000001,992,1,276,2,0.0000,0.0000
2010,1,1,7,30,-2.5,0,0,0,4,-2.8000000000000003,0,0,0,0,97.46000000000001,145.97,0.7000000000000001,992,1,275,2,0.0000,0.0000
2010,1,1,8,30,-2.8000000000000003,0,0,0,4,-3.2,0,0,0,0,97,135.81,0.7000000000000001,992,0.9,275,2.2,0.0000,0.0000
2010,1,1,9,30,-3,0,0,0,4,-3.5,0,0,0,0,96.44,125.09,0.7000000000000001,992,0.9,278,2.3000000000000003,0.0000,0.0000
2010,1,1,10,30,-3.1,0,0,0,4,-3.7,0,0,0,0,95.57000000000001,114.33,0.7000000000000001,992,0.9,282,2.5,0.0000,0.0000
2010,1,1,11,30,-3.1,0,0,0,4,-3.8000000000000003,0,0,0,0,94.94,103.86,0.7000000000000001,992,0.8,285,2.7,0.0000,0.0000
2010,1,1,12,30,-3,0,0,0,4,-3.9000000000000004,0,0,0,0,93.67,93.97,0.7000000000000001,992,0.8,288,2.7,0.0000,0.0000
2010,1,1,13,30,-2.4000000000000004,36,282,62,4,-3.8000000000000003,17,0,7,17,89.98,84.82000000000001,0.7000000000000001,992,0.8,290,3,0.0000,0.0000
2010,1,1,14,30,-1.3,68,585,197,4,-2.9000000000000004,62,0,7,62,88.77,77.24,0.7000000000000001,992,0.7000000000000001,290,3.3000000000000003,2.9797,2.2805
2010,1,1,15,30,-0.5,81,730,314,4,-2.2,100,0,0,100,88.42,71.39,0.7000000000000001,992,0.7000000000000001,285,3.3000000000000003,5.0550,3.9073
2010,1,1,16,30,-0.1,85,800,387,4,-1.9000000000000001,119,0,7,119,87.67,67.81,0.7000000000000001,991,0.7000000000000001,282,3.2,6.2086,4.8200
2010,1,1,17,30,0,85,817,406,7,-1.9000000000000001,112,0,0,112,86.77,66.9,0.7000000000000001,991,0.7000000000000001,285,3.3000000000000003,5.8870,4.5745
2010,1,1,18,30,-0.30000000000000004,86,775,366,4,-2.1,22,0,0,22,87.58,68.79,0.7000000000000001,991,0.7000000000000001,296,3.7,1.1383,0.8828
2010,1,1,19,30,-1,79,682,275,4,-2.5,26,0,0,26,89.28,73.24,0.7000000000000001,991,0.7000000000000001,308,4.6000000000000005,1.2919,0.9958
2010,1,1,20,30,-2.2,58,508,149,4,-3.6,30,0,0,30,90.45,79.78,0.7000000000000001,992,0.7000000000000001,314,5.6000000000000005,1.4300,1.0900
2010,1,1,21,30,-3.5,19,138,24,7,-4.9,10,0,7,10,90.31,87.76,0.7000000000000001,992,0.6000000000000001,317,6.300000000000001,0.0000,0.0000
2010,1,1,22,30,-4.7,0,0,0,7,-6.300000000000001,0,0,0,0,88.68,97.4,0.7000000000000001,993,0.6000000000000001,321,6.6000000000000005,0.0000,0.0000
2010,1,1,23,30,-5.2,0,0,0,4,-7.5,0,0,0,0,83.93,107.53,0.7000000000000001,993,0.6000000000000001,324,6.6000000000000005,0.0000,0.0000
2010,1,2,0,30,-6.800000000000001,0,0,0,7,-8.6,0,0,0,0,87.22,118.14,0.8,993,0.6000000000000001,331,6.4,0.0000,0.0000
2010,1,2,1,30,-7.7,0,0,0,7,-9.600000000000001,0,0,0,0,86.29,128.92000000000002,0.8,994,0.5,334,6.300000000000001,0.0000,0.0000
2010,1,2,2,30,-8.5,0,0,0,7,-10.4,0,0,0,0,85.92,139.51,0.8,993,0.5,335,6.300000000000001,0.0000,0.0000
2010,1,2,3,30,-9.3,0,0,0,7,-11.200000000000001,0,0,0,0,86.36,149.25,0.8,993,0.5,335,6.300000000000001,0.0000,0.0000
2010,1,2,4,30,-10,0,0,0,7,-11.8,0,0,0,0,86.56,156.66,0.8,993,0.5,335,6.300000000000001,0.0000,0.0000
2010,1,2,5,30,-10.700000000000001,0,0,0,4,-12.5,0,0,0,0,86.93,158.88,0.8,993,0.5,335,6.4,0.0000,0.0000
2010,1,2,6,30,-11.3,0,0,0,4,-13.100000000000001,0,0,0,0,86.64,154.47,0.8,993,0.4,336,6.4,0.0000,0.0000
2010,1,2,7,30,-11.9,0,0,0,4,-13.700000000000001,0,0,0,0,86.41,145.98,0.8,993,0.4,335,6.5,0.0000,0.0000
2010,1,2,8,30,-12.600000000000001,0,0,0,7,-14.200000000000001,0,0,0,0,87.86,135.83,0.8,994,0.4,335,6.5,0.0000,0.0000
2010,1,2,9,30,-13.4,0,0,0,4,-14.700000000000001,0,0,0,0,90.08,125.12,0.8,994,0.4,334,6.5,0.0000,0.0000
2010,1,2,10,30,-14.4,0,0,0,7,-15.3,0,0,0,0,93.24,114.36,0.8,995,0.4,333,6.5,0.0000,0.0000
2010,1,2,11,30,-15.200000000000001,0,0,0,1,-15.9,0,0,0,0,94.51,103.88,0.8,995,0.4,333,6.4,0.0000,0.0000
2010,1,2,12,30,-15.8,0,0,0,1,-16.5,0,0,0,0,94.49,93.98,0.8,995,0.4,332,6.300000000000001,0.0000,0.0000
2010,1,2,13,30,-16.1,37,314,65,1,-16.900000000000002,37,314,0,65,93.54,84.81,0.8,995,0.4,331,6.300000000000001,0.0000,0.0000
2010,1,2,14,30,-16,74,574,201,1,-17,74,574,0,201,91.89,77.22,0.8,996,0.4,329,6.4,9.6613,7.3945
2010,1,2,15,30,-15.4,96,698,319,1,-16.900000000000002,96,698,0,319,88.12,71.34,0.8,995,0.4,328,6.5,16.1329,12.4710
2010,1,2,16,30,-14.600000000000001,106,760,394,1,-16.6,106,760,0,394,84.88,67.73,0.8,995,0.4,326,6.5,20.5698,15.9704
2010,1,2,17,30,-14,106,779,413,4,-16.1,152,26,0,162,83.82000000000001,66.81,0.8,995,0.4,326,6.5,8.5213,6.6220
2010,1,2,18,30,-13.5,95,774,377,4,-15.700000000000001,152,184,0,219,83.33,68.68,0.8,995,0.4,326,6.5,11.3421,8.7970
2010,1,2,19,30,-13.100000000000001,81,706,287,4,-15.4,74,0,0,74,82.98,73.11,0.8,995,0.4,327,6.300000000000001,3.6813,2.8382
2010,1,2,20,30,-13.100000000000001,59,546,157,4,-15.100000000000001,24,0,0,24,84.61,79.64,0.8,996,0.4,328,6,1.1439,0.8721
2010,1,2,21,30,-13.3,20,169,27,4,-15.200000000000001,15,0,7,15,85.87,87.62,0.8,996,0.4,329,5.800000000000001,0.0000,0.0000
2010,1,2,22,30,-13.5,0,0,0,7,-15.200000000000001,0,0,0,0,87.13,97.26,0.8,996,0.4,330,5.800000000000001,0.0000,0.0000
2010,1,2,23,30,-13.5,0,0,0,4,-15.100000000000001,0,0,0,0,87.68,107.39,0.8,996,0.4,330,5.9,0.0000,0.0000
2010,1,3,0,30,-13.600000000000001,0,0,0,7,-15,0,0,0,0,88.85000000000001,118,0.8,996,0.4,331,6.1000000000000005,0.0000,0.0000
2010,1,3,1,30,-13.700000000000001,0,0,0,7,-15.100000000000001,0,0,0,0,89.22,128.78,0.8,996,0.5,330,6.2,0.0000,0.0000
2010,1,3,2,30,-14,0,0,0,4,-15.200000000000001,0,0,0,0,90.28,139.37,0.8,996,0.5,330,6.4,0.0000,0.0000
2010,1,3,3,30,-14.200000000000001,0,0,0,7,-15.5,0,0,0,0,89.77,149.11,0.8,995,0.5,329,6.7,0.0000,0.0000
2010,1,3,4,30,-14.4,0,0,0,8,-15.700000000000001,0,0,0,0,89.89,156.53,0.8,995,0.5,328,7,0.0000,0.0000
2010,1,3,5,30,-14.4,0,0,0,4,-15.8,0,0,0,0,89.43,158.8,0.8,994,0.5,327,7.300000000000001,0.0000,0.0000
