Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1090434,-,-,-,43.93,-78.9,0,157,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2012,1,1,0,30,0.1,0,0,0,4,-0.6000000000000001,0,0,0,0,95.29,118.34,0.65,997,0.9,306,2.6,0.0000,0.0000
2012,1,1,1,30,-0.30000000000000004,0,0,0,4,-0.8,0,0,0,0,96.10000000000001,129.12,0.65,997,0.9,304,2.3000000000000003,0.0000,0.0000
2012,1,1,2,30,-0.6000000000000001,0,0,0,4,-1.2000000000000002,0,0,0,0,95.77,139.71,0.65,997,0.8,301,1.9000000000000001,0.0000,0.0000
2012,1,1,3,30,-0.6000000000000001,0,0,0,4,-1.4000000000000001,0,0,0,0,94,149.45000000000002,0.65,997,0.8,293,1.3,0.0000,0.0000
2012,1,1,4,30,-0.6000000000000001,0,0,0,8,-1.5,0,0,0,0,93.55,156.84,0.65,997,0.8,262,0.8,0.0000,0.0000
2012,1,1,5,30,-0.6000000000000001,0,0,0,4,-1.7000000000000002,0,0,0,0,92.35000000000001,158.99,0.65,997,0.8,223,0.9,0.0000,0.0000
2012,1,1,6,30,-0.5,0,0,0,4,-1.6,0,0,0,0,92.11,154.5,0.65,996,0.8,207,1.3,0.0000,0.0000
2012,1,1,7,30,-0.2,0,0,0,7,-1.3,0,0,0,0,92.33,145.96,0.65,996,0.8,199,1.5,0.0000,0.0000
2012,1,1,8,30,0.2,0,0,0,4,-0.7000000000000001,0,0,0,0,93.73,135.79,0.65,995,0.8,188,1.7000000000000002,0.0000,0.0000
2012,1,1,9,30,0.6000000000000001,0,0,0,4,-0.1,0,0,0,0,95.12,125.07000000000001,0.65,995,0.8,175,2,0.0000,0.0000
2012,1,1,10,30,1.3,0,0,0,4,0.7000000000000001,0,0,0,0,95.53,114.31,0.65,994,0.8,165,2.5,0.0000,0.0000
2012,1,1,11,30,1.8,0,0,0,4,1.4000000000000001,0,0,0,0,97.13,103.85000000000001,0.65,993,0.9,159,3.2,0.0000,0.0000
2012,1,1,12,30,2.1,0,0,0,4,1.5,0,0,0,0,96.02,93.96000000000001,0.65,991,1,152,4.1000000000000005,0.0000,0.0000
2012,1,1,13,30,2.5,32,355,64,4,1.6,27,0,7,27,93.48,84.82000000000001,0.65,990,1.1,142,5,0.0000,0.0000
2012,1,1,14,30,2.9000000000000004,57,634,197,0,1.5,57,634,0,197,90.83,77.25,0.65,987,1.2000000000000002,133,5.800000000000001,9.4673,7.2455
2012,1,1,15,30,3.5,67,760,310,0,1.7000000000000002,67,760,0,310,87.73,71.4,0.65,985,1.3,129,6.1000000000000005,15.6690,12.1115
