Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1090434,-,-,-,43.93,-78.9,0,157,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2017,1,1,0,30,1.6,0,0,0,4,1.2000000000000002,0,0,0,0,97.3,118.23,0.66,982,1.1,234,5.9,0.0000,0.0000
2017,1,1,1,30,1.4000000000000001,0,0,0,4,1.2000000000000002,0,0,0,0,98.25,129.01,0.66,983,0.9,249,5.800000000000001,0.0000,0.0000
2017,1,1,2,30,0.7000000000000001,0,0,0,4,0.4,0,0,0,0,97.98,139.6,0.66,984,0.7000000000000001,265,6.1000000000000005,0.0000,0.0000
2017,1,1,3,30,-0.2,0,0,0,4,-1.4000000000000001,0,0,0,0,91.43,149.34,0.66,985,0.5,272,6.300000000000001,0.0000,0.0000
2017,1,1,4,30,-0.9,0,0,0,1,-2.7,0,0,0,0,87.52,156.74,0.66,986,0.5,269,6,0.0000,0.0000
2017,1,1,5,30,-1.2000000000000002,0,0,0,4,-3.1,0,0,0,0,87.06,158.93,0.66,988,0.5,267,5.9,0.0000,0.0000
2017,1,1,6,30,-1,0,0,0,4,-3,0,0,0,0,86.06,154.48,0.66,990,0.6000000000000001,274,6.1000000000000005,0.0000,0.0000
2017,1,1,7,30,-0.8,0,0,0,4,-2.9000000000000004,0,0,0,0,85.64,145.97,0.66,991,0.5,284,5.800000000000001,0.0000,0.0000
2017,1,1,8,30,-0.8,0,0,0,4,-3,0,0,0,0,85.29,135.81,0.66,993,0.5,288,5.2,0.0000,0.0000
2017,1,1,9,30,-0.8,0,0,0,8,-3,0,0,0,0,85.17,125.10000000000001,0.66,994,0.6000000000000001,287,4.6000000000000005,0.0000,0.0000
2017,1,1,10,30,-0.8,0,0,0,4,-2.9000000000000004,0,0,0,0,85.76,114.34,0.66,995,0.6000000000000001,282,4.1000000000000005,0.0000,0.0000
2017,1,1,11,30,-1.2000000000000002,0,0,0,8,-2.8000000000000003,0,0,0,0,88.73,103.86,0.66,996,0.6000000000000001,274,3.8000000000000003,0.0000,0.0000
2017,1,1,12,30,-1.5,0,0,0,4,-3,0,0,0,0,89.39,93.97,0.66,997,0.6000000000000001,266,3.7,0.0000,0.0000
2017,1,1,13,30,-1.2000000000000002,29,441,69,4,-3.2,23,0,7,23,86.14,84.82000000000001,0.66,999,0.6000000000000001,260,4.2,0.0000,0.0000
2017,1,1,14,30,-0.2,51,709,208,4,-3,78,0,7,78,81.54,77.23,0.66,1000,0.6000000000000001,257,4.800000000000001,3.7489,2.8693
2017,1,1,15,30,0.7000000000000001,60,836,328,1,-3.3000000000000003,60,836,0,328,74.49,71.37,0.66,1001,0.5,255,5.300000000000001,16.5834,12.8188
2017,1,1,16,30,1.2000000000000002,66,874,397,0,-3.8000000000000003,66,874,0,397,69.35000000000001,67.78,0.66,1001,0.6000000000000001,251,5.300000000000001,20.7178,16.0845
2017,1,1,17,30,1.6,68,883,415,1,-4,68,883,0,415,66.42,66.87,0.66,1001,0.6000000000000001,249,5.1000000000000005,21.8187,16.9547
2017,1,1,18,30,1.7000000000000002,64,864,377,1,-4,64,864,0,377,66.05,68.75,0.66,1001,0.6000000000000001,247,4.7,19.5132,15.1334
2017,1,1,19,30,1.4000000000000001,56,802,288,1,-3.8000000000000003,56,802,0,288,68.39,73.2,0.66,1002,0.6000000000000001,244,4,14.3153,11.0351
2017,1,1,20,30,0.2,42,662,160,1,-3.5,42,662,0,160,76,79.74,0.66,1003,0.6000000000000001,240,3,7.6266,5.8136
2017,1,1,21,30,-1.2000000000000002,16,311,29,4,-3.9000000000000004,14,0,7,14,81.85000000000001,87.72,0.66,1004,0.6000000000000001,234,2.5,0.0000,0.0000
2017,1,1,22,30,-1.8,0,0,0,4,-4.2,0,0,0,0,83.8,97.36,0.66,1004,0.6000000000000001,227,2.5,0.0000,0.0000
2017,1,1,23,30,-1.9000000000000001,0,0,0,4,-4,0,0,0,0,85.58,107.49000000000001,0.66,1005,0.6000000000000001,223,2.5,0.0000,0.0000
2017,1,2,0,30,-2.2,0,0,0,4,-3.8000000000000003,0,0,0,0,88.95,118.09,0.65,1005,0.6000000000000001,217,2.4000000000000004,0.0000,0.0000
2017,1,2,1,30,-2.2,0,0,0,4,-3.6,0,0,0,0,90.28,128.88,0.65,1006,0.7000000000000001,216,2.4000000000000004,0.0000,0.0000
2017,1,2,2,30,-2.1,0,0,0,1,-3.4000000000000004,0,0,0,0,91.12,139.46,0.65,1006,0.7000000000000001,220,2.2,0.0000,0.0000
2017,1,2,3,30,-1.9000000000000001,0,0,0,8,-3.2,0,0,0,0,90.89,149.20000000000002,0.65,1007,0.7000000000000001,229,1.9000000000000001,0.0000,0.0000
2017,1,2,4,30,-1.7000000000000002,0,0,0,4,-3.2,0,0,0,0,89.51,156.62,0.65,1007,0.7000000000000001,245,1.6,0.0000,0.0000
2017,1,2,5,30,-1.5,0,0,0,8,-3.3000000000000003,0,0,0,0,87.56,158.85,0.65,1007,0.8,271,1.3,0.0000,0.0000
2017,1,2,6,30,-1.4000000000000001,0,0,0,4,-3.5,0,0,0,0,85.81,154.46,0.65,1007,0.8,321,1,0.0000,0.0000
2017,1,2,7,30,-1.7000000000000002,0,0,0,8,-3.5,0,0,0,0,87.22,145.98,0.65,1007,0.8,199,1,0.0000,0.0000
2017,1,2,8,30,-2.3000000000000003,0,0,0,8,-3.5,0,0,0,0,91.3,135.84,0.65,1007,0.8,56,1.4000000000000001,0.0000,0.0000
2017,1,2,9,30,-2.5,0,0,0,8,-3.3000000000000003,0,0,0,0,94,125.12,0.65,1007,0.8,74,1.9000000000000001,0.0000,0.0000
2017,1,2,10,30,-2.2,0,0,0,4,-2.9000000000000004,0,0,0,0,94.83,114.36,0.65,1008,0.7000000000000001,84,2.4000000000000004,0.0000,0.0000
2017,1,2,11,30,-1.6,0,0,0,4,-2.4000000000000004,0,0,0,0,94.23,103.88,0.65,1008,0.7000000000000001,88,2.9000000000000004,0.0000,0.0000
2017,1,2,12,30,-0.7000000000000001,0,0,0,4,-1.8,0,0,0,0,91.96000000000001,93.98,0.65,1008,0.8,90,3.6,0.0000,0.0000
2017,1,2,13,30,0.7000000000000001,28,449,69,4,-1.2000000000000002,31,1,7,31,87.31,84.81,0.65,1008,0.8,90,4.3,0.0000,0.0000
2017,1,2,14,30,2.1,50,701,206,1,-0.30000000000000004,50,701,0,206,83.96000000000001,77.21000000000001,0.65,1007,0.8,90,4.9,9.9023,7.5790
2017,1,2,15,30,3.1,63,807,321,0,0.1,63,807,0,321,80.44,71.32000000000001,0.65,1007,0.8,93,5.2,16.2370,12.5519
2017,1,2,16,30,3.7,72,842,391,0,-0.1,72,842,0,391,76.16,67.71000000000001,0.65,1006,0.9,97,5.300000000000001,20.4165,15.8518
2017,1,2,17,30,4,77,836,406,0,-0.30000000000000004,77,836,0,406,73.63,66.78,0.65,1005,1,99,5.300000000000001,21.3609,16.6004
2017,1,2,18,30,3.9000000000000004,78,790,366,4,-0.2,153,96,0,187,74.44,68.64,0.65,1005,1.1,101,5.2,9.6881,7.5145
2017,1,2,19,30,3.5,73,695,276,4,0,79,0,7,79,77.98,73.07000000000001,0.65,1004,1.2000000000000002,100,5,3.9315,3.0313
2017,1,2,20,30,2.8000000000000003,57,510,149,1,0.5,57,510,0,149,84.69,79.60000000000001,0.65,1004,1.3,98,4.7,7.1018,5.4145
2017,1,2,21,30,2.3000000000000003,20,127,25,1,0.8,20,127,0,25,90.08,87.59,0.65,1003,1.4000000000000001,98,4.9,0.0000,0.0000
2017,1,2,22,30,2.3000000000000003,0,0,0,1,1.2000000000000002,0,0,0,0,92.73,97.22,0.65,1003,1.4000000000000001,99,5.300000000000001,0.0000,0.0000
2017,1,2,23,30,2.3000000000000003,0,0,0,1,1.5,0,0,0,0,94.18,107.35000000000001,0.65,1003,1.4000000000000001,99,5.300000000000001,0.0000,0.0000
2017,1,3,0,30,2.4000000000000004,0,0,0,4,1.5,0,0,0,0,94.11,117.95,0.12,1003,1.5,105,4.800000000000001,0.0000,0.0000
2017,1,3,1,30,2.5,0,0,0,1,1.6,0,0,0,0,93.61,128.73,0.12,1002,1.6,105,4.7,0.0000,0.0000
2017,1,3,2,30,2.5,0,0,0,1,1.6,0,0,0,0,94.09,139.32,0.12,1001,1.8,101,4.9,0.0000,0.0000
2017,1,3,3,30,2.5,0,0,0,4,1.7000000000000002,0,0,0,0,94.41,149.06,0.12,1000,1.9000000000000001,103,5.300000000000001,0.0000,0.0000
2017,1,3,4,30,2.6,0,0,0,4,1.8,0,0,0,0,94.47,156.49,0.12,999,2,110,5.300000000000001,0.0000,0.0000
2017,1,3,5,30,2.6,0,0,0,8,1.9000000000000001,0,0,0,0,95.03,158.77,0.12,998,2.1,121,4.5,0.0000,0.0000
2017,1,3,6,30,2.5,0,0,0,8,1.9000000000000001,0,0,0,0,95.87,154.43,0.12,998,2.2,126,3.7,0.0000,0.0000
2017,1,3,7,30,2.4000000000000004,0,0,0,8,1.8,0,0,0,0,96.05,145.99,0.12,997,2.2,122,3.5,0.0000,0.0000
2017,1,3,8,30,2.4000000000000004,0,0,0,8,1.9000000000000001,0,0,0,0,96.81,135.86,0.12,995,2.2,119,3.5,0.0000,0.0000
2017,1,3,9,30,2.5,0,0,0,6,2.1,0,0,0,0,96.89,125.15,0.12,995,2.2,120,3.3000000000000003,0.0000,0.0000
2017,1,3,10,30,2.6,0,0,0,8,2.2,0,0,0,0,97.06,114.38,0.12,994,2.3000000000000003,121,3.3000000000000003,0.0000,0.0000
2017,1,3,11,30,2.6,0,0,0,8,2.2,0,0,0,0,97.44,103.9,0.12,993,2.2,118,3.1,0.0000,0.0000
2017,1,3,12,30,2.6,0,0,0,8,2.3000000000000003,0,0,0,0,97.58,93.98,0.12,992,2.2,112,3,0.0000,0.0000
2017,1,3,13,30,2.8000000000000003,33,266,57,8,2.3000000000000003,11,0,7,11,96.37,84.8,0.12,991,2.2,104,3.1,0.0000,0.0000
2017,1,3,14,30,3,61,542,181,6,2.4000000000000004,19,0,7,19,95.61,77.18,0.12,991,2.2,98,3.5,0.9135,0.6992
2017,1,3,15,30,3.2,76,656,287,6,2.5,38,0,7,38,94.87,71.27,0.12,990,2.2,93,3.9000000000000004,1.9230,1.4867
2017,1,3,16,30,3.3000000000000003,83,709,353,6,2.6,87,0,0,87,94.9,67.63,0.12,988,2.3000000000000003,92,4.1000000000000005,4.5458,3.5298
2017,1,3,17,30,3.3000000000000003,84,725,371,6,2.6,70,0,0,70,95.46000000000001,66.68,0.12,987,2.3000000000000003,96,3.9000000000000004,3.6858,2.8647
2017,1,3,18,30,3.2,82,699,338,6,2.6,22,0,0,22,95.78,68.52,0.12,985,2.2,103,3.8000000000000003,1.1410,0.8851
2017,1,3,19,30,2.9000000000000004,71,634,257,6,2.5,31,0,7,31,97.36,72.94,0.12,984,2.2,104,3.8000000000000003,1.5446,1.1912
2017,1,3,20,30,2.6,51,499,143,6,2.3000000000000003,15,0,7,15,98.17,79.46000000000001,0.12,983,2.2,102,3.8000000000000003,0.7150,0.5452
