Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1090434,-,-,-,43.93,-78.9,0,157,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2011,1,1,0,30,3.5,0,0,0,3,3.3000000000000003,0,0,0,0,98.41,118.31,0.65,994,2.7,223,2.5,0.0000,0.0000
2011,1,1,1,30,3.5,0,0,0,4,3.4000000000000004,0,0,0,0,99.10000000000001,129.09,0.65,994,2.7,226,2.7,0.0000,0.0000
2011,1,1,2,30,3.7,0,0,0,4,3.6,0,0,0,0,99.60000000000001,139.68,0.65,994,2.6,231,3.2,0.0000,0.0000
2011,1,1,3,30,3.8000000000000003,0,0,0,4,3.8000000000000003,0,0,0,0,100,149.42000000000002,0.65,994,2.4000000000000004,238,3.3000000000000003,0.0000,0.0000
2011,1,1,4,30,3.5,0,0,0,4,3.5,0,0,0,0,100,156.81,0.65,994,2.3000000000000003,240,2.9000000000000004,0.0000,0.0000
2011,1,1,5,30,3.3000000000000003,0,0,0,4,3.3000000000000003,0,0,0,0,100,158.97,0.65,994,2.4000000000000004,239,2.4000000000000004,0.0000,0.0000
2011,1,1,6,30,3.2,0,0,0,3,3.2,0,0,0,0,100,154.49,0.65,994,2.3000000000000003,232,2.3000000000000003,0.0000,0.0000
2011,1,1,7,30,3.2,0,0,0,7,3.2,0,0,0,0,100,145.96,0.65,993,2.2,221,2.2,0.0000,0.0000
2011,1,1,8,30,3.1,0,0,0,7,3.1,0,0,0,0,100,135.8,0.65,993,2.2,208,2.1,0.0000,0.0000
2011,1,1,9,30,3.1,0,0,0,7,3.1,0,0,0,0,100,125.08,0.65,993,2.3000000000000003,201,1.9000000000000001,0.0000,0.0000
